municipality_id,municipality_name,domain,raw_total_arquivo_captures,model_total_arquivo_captures,capture_count_imputed,capture_density,capture_density_formula,digital_decay_rate,digital_decay_rate_source,digital_decay_rate_formula_status,total_arquivo_captures_enters_model,capture_density_enters_model,digital_decay_rate_enters_model,tier_public_label,notes
MUN_00AD0ED3,Porto Moniz,cm-portomoniz.pt,4,4.0,no,0.00160965794769,Total_Arquivo_Captures / Pop. 2021,6.2971,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_5FCBB070,Porto Santo,cm-portosanto.pt,640,640.0,no,0.123409178558,Total_Arquivo_Captures / Pop. 2021,17.318,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,ok
MUN_C50B8E45,Póvoa de Lanhoso,cm-povoadelanhoso.pt,53,53.0,no,0.00240876244149,Total_Arquivo_Captures / Pop. 2021,25.9654,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,ok
MUN_699A0D1A,Póvoa de Varzim,cm-pvarzim.pt,2179,2179.0,no,0.0336177237453,Total_Arquivo_Captures / Pop. 2021,2.3498,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,ok
MUN_F9DC79EF,Povoação,cm-povoacao.pt,613,613.0,no,0.104571818492,Total_Arquivo_Captures / Pop. 2021,18.6666,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_10BB533C,Proença-a-Nova,cm-proencanova.pt,3247,3247.0,no,0.454062368899,Total_Arquivo_Captures / Pop. 2021,1.2997,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_D3CD9387,Redondo,cm-redondo.pt,181,181.0,no,0.0286846275753,Total_Arquivo_Captures / Pop. 2021,21.6022,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_E36D2D1D,Reguengos de Monsaraz,cm-reguengos-monsaraz.pt,494,494.0,no,0.0499292500505,Total_Arquivo_Captures / Pop. 2021,19.514,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_5B5FC568,Resende,cm-resende.pt,866,866.0,no,0.08629795715,Total_Arquivo_Captures / Pop. 2021,1.1655,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_143F7803,Ribeira Brava,cm-ribeirabrava.pt,122,122.0,no,0.00954019393181,Total_Arquivo_Captures / Pop. 2021,26.8924,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_8C9039B4,Ribeira de Pena,cm-rpena.pt,373,373.0,no,0.0634893617021,Total_Arquivo_Captures / Pop. 2021,19.2004,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_694C6644,Ribeira Grande,cm-ribeiragrande.pt,328,328.0,no,0.0103613848875,Total_Arquivo_Captures / Pop. 2021,17.0926,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_D24D28B6,Rio Maior,cm-riomaior.pt,1109,1109.0,no,0.0519048956286,Total_Arquivo_Captures / Pop. 2021,15.7735,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,ok
MUN_5DC1FCF8,Sabrosa,cm-sabrosa.pt,57,57.0,no,0.0102407473949,Total_Arquivo_Captures / Pop. 2021,26.4973,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_4A9EB42F,Sabugal,cm-sabugal.pt,662,662.0,no,0.0582131551178,Total_Arquivo_Captures / Pop. 2021,16.9917,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_A50FE4D2,Salvaterra de Magos,cm-salvaterrademagos.pt,895,895.0,no,0.0406393316079,Total_Arquivo_Captures / Pop. 2021,16.3813,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_1B4FD9CA,Santa Comba Dão,cm-santacombadao.pt,783,783.0,no,0.0727492334851,Total_Arquivo_Captures / Pop. 2021,17.0637,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_90038187,Santa Cruz,cm-santacruz.pt,650,650.0,no,0.0152346130408,Total_Arquivo_Captures / Pop. 2021,17.3023,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,ok
MUN_75053018,Santa Cruz da Graciosa,cm-graciosa.pt,589,589.0,no,0.143588493418,Total_Arquivo_Captures / Pop. 2021,15.8351,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_20DCCBAC,Santa Cruz das Flores,cmscflores.pt,603,603.0,no,0.293859649123,Total_Arquivo_Captures / Pop. 2021,11.269,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_3A3E258C,Santa Maria da Feira,cm-feira.pt,882,882.0,no,0.00642407644797,Total_Arquivo_Captures / Pop. 2021,18.1177,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_930C5A24,Santa Marta de Penaguião,cm-smpenaguiao.pt,390,390.0,no,0.0641975308642,Total_Arquivo_Captures / Pop. 2021,19.2407,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_E009025A,Santana,cm-santana.com,226,226.0,no,0.0344827586207,Total_Arquivo_Captures / Pop. 2021,21.1346,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_A1FAD427,Santarém,cm-santarem.pt,1295,1295.0,no,0.0218057520038,Total_Arquivo_Captures / Pop. 2021,16.0264,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_51EC2EED,Santiago do Cacém,cm-santiago-do-cacem.pt,7,7.0,no,0.000250116125344,Total_Arquivo_Captures / Pop. 2021,27.9119,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_82F5C3B0,Santo Tirso,cm-stirso.pt,1235,1235.0,no,0.0182086251382,Total_Arquivo_Captures / Pop. 2021,16.6392,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_F99EC604,São Brás de Alportel,cm-sbras.pt,360,360.0,no,0.0317768558567,Total_Arquivo_Captures / Pop. 2021,18.2732,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,ok
MUN_808ACA95,São João da Madeira,cm-sjm.pt,1097,1097.0,no,0.0487122557726,Total_Arquivo_Captures / Pop. 2021,14.844,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,ok
MUN_8D3DB906,São João da Pesqueira,cm-sjpesqueira.pt,43,43.0,no,0.00629206906643,Total_Arquivo_Captures / Pop. 2021,25.0358,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_072CF1B8,São Pedro do Sul,cm-spsul.pt,581,581.0,no,0.0382538846458,Total_Arquivo_Captures / Pop. 2021,18.0082,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_EF34B085,São Roque do Pico,cm-saoroquedopico.pt,701,701.0,no,0.215096655416,Total_Arquivo_Captures / Pop. 2021,9.0764,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_432D6A6B,São Vicente,cm-saovicente.pt,314,314.0,no,0.0644102564103,Total_Arquivo_Captures / Pop. 2021,16.1762,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_A846B6B9,Sardoal,cm-sardoal.pt,1084,1084.0,no,0.306387789712,Total_Arquivo_Captures / Pop. 2021,16.1706,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_6B06E35F,Sátão,cm-satao.pt,282,282.0,no,0.0255272924776,Total_Arquivo_Captures / Pop. 2021,18.7477,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_1BFCB82D,Seia,cm-seia.pt,914,914.0,no,0.0419304523351,Total_Arquivo_Captures / Pop. 2021,16.4606,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_A92BF0C9,Seixal,cm-seixal.pt,1442,1442.0,no,0.00859894451236,Total_Arquivo_Captures / Pop. 2021,15.3749,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,ok
MUN_09569F01,Sernancelhe,cm-sernancelhe.pt,283,283.0,no,0.0498414934836,Total_Arquivo_Captures / Pop. 2021,19.3655,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_E2658515,Serpa,cm-serpa.pt,306,306.0,no,0.0221642764016,Total_Arquivo_Captures / Pop. 2021,18.0701,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_327B1810,Sertã,cm-serta.pt,0,628.0,yes,0.0422724824987,Total_Arquivo_Captures / Pop. 2021,1.3549,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,Capture count imputed with median value.
MUN_97A73A87,Sesimbra,cm-sesimbra.pt,277,277.0,no,0.00522217823275,Total_Arquivo_Captures / Pop. 2021,17.933,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,ok
MUN_05BD0961,Setúbal,cm-setubal.pt,0,628.0,yes,0.00507655247118,Total_Arquivo_Captures / Pop. 2021,13.9879,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,Capture count imputed with median value.
MUN_3F652DF1,Sever do Vouga,cm-sever.pt,680,680.0,no,0.0615328929509,Total_Arquivo_Captures / Pop. 2021,17.5434,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_0F855AC0,Silves,cm-silves.pt,268,268.0,no,0.0070367064013,Total_Arquivo_Captures / Pop. 2021,18.6041,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,ok
MUN_E18C0853,Sines,cm-sines.pt,124,124.0,no,0.00862548692265,Total_Arquivo_Captures / Pop. 2021,26.0302,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_877DF04B,Sintra,cm-sintra.pt,1254,1254.0,no,0.00323866982097,Total_Arquivo_Captures / Pop. 2021,15.0322,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,ok
MUN_1DF2846D,Sobral de Monte Agraço,cm-sobral.pt,731,731.0,no,0.0671504684916,Total_Arquivo_Captures / Pop. 2021,17.391,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,ok
MUN_2A714993,Soure,cm-soure.pt,279,279.0,no,0.0161308973173,Total_Arquivo_Captures / Pop. 2021,19.3456,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_7D638341,Sousel,cm-sousel.pt,155,155.0,no,0.0351553640281,Total_Arquivo_Captures / Pop. 2021,25.7357,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_A27B4572,Tábua,cm-tabua.pt,610,610.0,no,0.053948881224,Total_Arquivo_Captures / Pop. 2021,15.1042,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_10F7890B,Tabuaço,cm-tabuaco.pt,712,712.0,no,0.141522560127,Total_Arquivo_Captures / Pop. 2021,16.8724,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_6FC2829A,Tarouca,cm-tarouca.pt,0,628.0,yes,0.0852565843063,Total_Arquivo_Captures / Pop. 2021,17.0027,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,Capture count imputed with median value.
MUN_2D26716B,Tavira,cm-tavira.pt,0,628.0,yes,0.0227462059473,Total_Arquivo_Captures / Pop. 2021,19.0665,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,Capture count imputed with median value.
MUN_6BA04F4E,Terras de Bouro,cm-terrasdebouro.pt,715,715.0,no,0.111946140598,Total_Arquivo_Captures / Pop. 2021,17.0758,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_0DAF92C7,Tomar,cm-tomar.pt,0,628.0,yes,0.0171617522477,Total_Arquivo_Captures / Pop. 2021,16.4823,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,Capture count imputed with median value.
MUN_02E8E98B,Tondela,cm-tondela.pt,0,628.0,yes,0.0241584920177,Total_Arquivo_Captures / Pop. 2021,16.8705,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,Capture count imputed with median value.
MUN_EC7E3289,Torre de Moncorvo,cm-moncorvo.pt,236,236.0,no,0.0346650998825,Total_Arquivo_Captures / Pop. 2021,19.3908,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_68E96643,Torres Novas,cm-torresnovas.pt,1236,1236.0,no,0.035983580308,Total_Arquivo_Captures / Pop. 2021,16.1528,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_C8F82DB5,Torres Vedras,cm-tvedras.pt,2209,2209.0,no,0.0262239422575,Total_Arquivo_Captures / Pop. 2021,15.308,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,ok
MUN_5BBA894B,Trancoso,cm-trancoso.pt,0,628.0,yes,0.0744693466145,Total_Arquivo_Captures / Pop. 2021,23.3316,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,Capture count imputed with median value.
MUN_65B9CF57,Trofa,mun-trofa.pt,676,676.0,no,0.0174087713425,Total_Arquivo_Captures / Pop. 2021,3.4252,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_2E141761,Vagos,cm-vagos.pt,0,628.0,yes,0.0270479800155,Total_Arquivo_Captures / Pop. 2021,16.8016,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,Capture count imputed with median value.
MUN_4B3C6CD6,Vale de Cambra,cm-valedecambra.pt,155,155.0,no,0.00727119200638,Total_Arquivo_Captures / Pop. 2021,25.2925,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_EA76C024,Valença,cm-valenca.pt,0,628.0,yes,0.0456760491672,Total_Arquivo_Captures / Pop. 2021,17.3956,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,Capture count imputed with median value.
MUN_565112B6,Valongo,cm-valongo.pt,0,628.0,yes,0.00655299789219,Total_Arquivo_Captures / Pop. 2021,15.3851,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,Capture count imputed with median value.
MUN_244BC2BB,Valpaços,cm-valpacos.pt,24,24.0,no,0.00163510014988,Total_Arquivo_Captures / Pop. 2021,13.3953,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_5A1FC592,Velas,cmvelas.pt,411,411.0,no,0.0830135326197,Total_Arquivo_Captures / Pop. 2021,7.9598,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_AF4DFDF2,Vendas Novas,cm-vendasnovas.pt,477,477.0,no,0.0421229247616,Total_Arquivo_Captures / Pop. 2021,19.5868,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_2C44F3F5,Viana do Alentejo,cm-vianadoalentejo.pt,209,209.0,no,0.0385182454847,Total_Arquivo_Captures / Pop. 2021,20.7508,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_31E5EF8E,Viana do Castelo,cm-viana-castelo.pt,1384,1384.0,no,0.0160760125913,Total_Arquivo_Captures / Pop. 2021,15.5695,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_B64E0BE3,Vidigueira,cm-vidigueira.pt,767,767.0,no,0.147075743049,Total_Arquivo_Captures / Pop. 2021,16.7261,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
